Player Name,Player ID,Champion ID,Record,Winrate,KDA,CS /min,Gold /min,Gold %,KP,Damage /min,Damage %,K + A /min,Solo kills,Pentakills
Jopa,3574,121,2W - 3L,40%,4.6,9.2,403,23.2%,59.8%,476.3,26.5%,0.23,-,0
Jopa,3574,100,2W - 3L,40%,4.3,9.9,426,24.7%,75.6%,782.6,32.8%,0.19,-,0
Jopa,3574,161,3W - 4L,42.9%,2.6,8.7,439,25%,83.7%,530.1,24.4%,0.31,-,0
Jopa,3574,140,3W - 4L,42.9%,3.4,9.3,437,24.5%,74.8%,737.1,32.1%,0.35,2,0
Jopa,3574,146,3W - 2L,60%,5.6,4.1,351,19.6%,69.8%,532.8,25.5%,0.33,1,0
Jopa,3574,38,0W - 1L,0%,2.2,5.2,338,19.1%,78.6%,589.6,22.1%,0.31,-,0
Jopa,3574,135,11W - 6L,64.7%,4.8,9.8,449,24.8%,72.2%,646.7,30%,0.31,1,0
Jopa,3574,37,2W - 3L,40%,3.2,9.3,426,24.3%,82.1%,805.6,38.6%,0.26,2,1
Jopa,3574,8,1W - 2L,33.3%,1.5,7.9,376,21.4%,53.9%,432.2,24%,0.17,-,0
Jopa,3574,158,7W - 7L,50%,5.6,10.6,487,26.8%,80.6%,870.9,35.4%,0.37,2,0
Josedeodo,1364,47,39W - 20L,66.1%,5.9,5.3,341,18.6%,71.5%,264.8,12.7%,0.31,8,0
Josedeodo,1364,103,14W - 7L,66.7%,4.7,5.8,356,18.8%,69.7%,261.8,11.5%,0.32,2,0
Josedeodo,1364,77,13W - 9L,59.1%,7.9,4.9,322,17.6%,77.7%,249.3,11.6%,0.33,1,0
Josedeodo,1364,55,10W - 4L,71.4%,5.5,5.3,341,17.9%,69.6%,415.4,17.5%,0.32,-,0
Josedeodo,1364,153,4W - 1L,80%,7.2,5.4,331,17%,83%,208.4,8.3%,0.48,-,0
Josedeodo,1364,110,8W - 8L,50%,2.4,5.5,315,18.2%,49.9%,224.4,12.9%,0.18,1,0
Josedeodo,1364,34,7W - 13L,35%,3.2,4.6,297,17.1%,79.5%,195.4,10.6%,0.27,-,0
Josedeodo,1364,154,10W - 13L,43.5%,3.3,6.1,332,19.3%,69.9%,222.9,13%,0.18,2,0
Josedeodo,1364,106,4W - 7L,36.4%,3.3,5.3,315,18.7%,72.3%,245.4,14.5%,0.22,1,0
Josedeodo,1364,69,2W - 2L,50%,2.8,5.1,326,17.8%,69.8%,229.6,10.9%,0.26,1,0
Josedeodo,1364,10,1W - 0L,100%,3.0,6.8,336,18.5%,100%,521,22.6%,0.21,-,0
Josedeodo,1364,149,6W - 0L,100%,30.0,7.3,414,21.1%,75.1%,607.8,25.9%,0.51,-,1
Josedeodo,1364,133,5W - 1L,83.3%,20.7,5.1,330,17.5%,86.2%,189.1,9.5%,0.37,-,0
Juhan,2658,110,12W - 5L,70.6%,4.0,5.5,347,18.5%,73.1%,388.7,17.9%,0.38,-,0
Juhan,2658,103,4W - 5L,44.4%,1.9,5.1,319,17.7%,62.9%,275.1,12.5%,0.25,-,0
Juhan,2658,106,7W - 4L,63.6%,3.5,5.4,346,18.5%,67.7%,336,14.1%,0.34,4,0
Juhan,2658,35,1W - 1L,50%,2.4,6,356,19.1%,68.6%,356.5,13%,0.37,-,0
Juhan,2658,77,9W - 8L,52.9%,3.6,5.1,312,17.3%,78%,256.1,12.8%,0.27,-,0
Juhan,2658,108,4W - 4L,50%,2.0,5.1,316,18.2%,65.1%,225,13.2%,0.19,-,0
Jujutw0,4011,146,3W - 6L,33.3%,4.0,6.3,375,21.8%,80.7%,592.8,27.2%,0.33,2,0
Jujutw0,4011,100,6W - 3L,66.7%,6.6,9,460,24.5%,72.1%,695,28.9%,0.38,1,0
Jujutw0,4011,21,12W - 5L,70.6%,5.5,8.9,443,24.4%,69.3%,904.7,35.8%,0.36,3,0
Jujutw0,4011,167,1W - 2L,33.3%,3.8,9.6,423,23.9%,60.7%,726.4,29.3%,0.23,-,0
Jujutw0,4011,121,4W - 5L,44.4%,3.2,9,446,24.9%,68.6%,486.2,21.6%,0.34,-,0
Jujutw0,4011,37,5W - 5L,50%,6.0,10,480,25.7%,73.9%,720.7,29.7%,0.4,-,0
Jujutw0,4011,152,1W - 0L,100%,17.0,6.5,376,19.1%,100%,201.7,11.1%,0.46,-,0
Jujutw0,4011,8,2W - 1L,66.7%,14.3,9.3,466,24.7%,65.6%,627.1,27%,0.46,-,0
Jujutw0,4011,147,1W - 3L,25%,2.3,8.1,369,22%,64.6%,399.4,20%,0.21,1,0
Jujutw0,4011,140,3W - 3L,50%,4.4,8.7,462,24.8%,74.7%,706.1,26.3%,0.42,1,0
Jujutw0,4011,135,3W - 5L,37.5%,3.8,9.5,430,25.1%,62.8%,610.8,29.4%,0.26,2,0
Jujutw0,4011,158,4W - 3L,57.1%,4.4,9.6,447,24.4%,75.1%,682,29.8%,0.34,-,0
Julbu,3950,110,6W - 6L,50%,3.1,5.4,356,19%,70.7%,401,16.8%,0.4,2,0
Julbu,3950,55,13W - 3L,81.3%,4.0,4.5,332,17.4%,76.1%,453.6,18.6%,0.4,1,0
Julbu,3950,103,2W - 2L,50%,1.5,5.1,297,16.9%,52.7%,231.2,10.3%,0.21,-,0
Julbu,3950,94,2W - 3L,40%,5.4,4.5,313,17.9%,78.6%,259.2,12.8%,0.3,1,0
Julbu,3950,47,3W - 3L,50%,4.6,5.5,329,18.8%,67.4%,354.7,16.4%,0.35,3,0
Julbu,3950,64,0W - 1L,0%,0.8,5.6,309,19.5%,71.4%,323.4,16.7%,0.17,-,0
Julbu,3950,153,0W - 2L,0%,1.1,4.5,263,16.2%,69.4%,168.4,8.1%,0.18,-,0
Julbu,3950,34,2W - 4L,33.3%,2.1,5,308,18.2%,78.7%,231.2,11.4%,0.25,-,0
Julbu,3950,154,0W - 3L,0%,1.2,5.3,301,18.4%,66.4%,206.8,11.6%,0.22,-,0
Juliera,4075,146,3W - 1L,75%,12.8,2.7,340,18.1%,88.1%,517.6,23.7%,0.42,-,0
Juliera,4075,167,1W - 1L,50%,5.6,8.8,425,23.2%,77.1%,1220.2,37.3%,0.41,-,0
Juliera,4075,140,3W - 5L,37.5%,6.2,9.6,452,24.9%,67.9%,740.6,34%,0.3,-,0
Juliera,4075,129,1W - 2L,33.3%,2.9,8.5,378,22.2%,67.3%,440.8,21.1%,0.26,-,0
Juliera,4075,93,1W - 3L,25%,2.4,9.8,470,26%,57.8%,689.6,27%,0.24,4,0
Juliera,4075,152,3W - 1L,75%,9.0,8.4,439,22.6%,89.4%,625.2,25%,0.56,-,0
Juliera,4075,147,13W - 6L,68.4%,5.7,9,445,24.2%,65.4%,594.8,27%,0.31,2,0
Juliera,4075,121,4W - 2L,66.7%,4.3,9.5,465,25.3%,67.9%,420.9,19.6%,0.26,2,0
Juliera,4075,96,1W - 0L,100%,18.0,8.4,503,24.4%,81.8%,692.6,27.5%,0.57,-,0
Juliera,4075,100,2W - 4L,33.3%,3.8,8.9,423,24.3%,74.4%,601.4,29.2%,0.25,1,0
Juliera,4075,131,0W - 1L,0%,1.5,8.5,342,21.4%,100%,486.3,33.3%,0.28,-,0
Juliera,4075,37,5W - 3L,62.5%,6.3,10.1,489,26.2%,75.9%,663.4,34.3%,0.4,6,1
Juliera,4075,11,3W - 1L,75%,5.6,8.8,428,23.7%,62.4%,555.3,27.4%,0.28,-,0
Jun,3425,62,17W - 13L,56.7%,3.0,1.3,249,13.4%,64.2%,167.1,7.4%,0.31,-,0
Jun,3425,159,10W - 3L,76.9%,5.5,1.3,270,14%,74.9%,193.6,7.9%,0.4,-,0
Jun,3425,8,6W - 5L,54.5%,2.9,1.5,278,15%,75.7%,345.6,14.8%,0.34,-,0
Jun,3425,153,8W - 9L,47.1%,3.1,1.1,246,13.2%,77.9%,149.5,7%,0.34,1,0
Jun,3425,9,4W - 3L,57.1%,4.1,1,263,13.6%,69.7%,193.3,8.4%,0.4,3,0
Jun,3425,136,13W - 3L,81.3%,7.8,1.3,262,13.6%,78.1%,147.4,6.7%,0.43,-,0
Jun,3425,163,3W - 3L,50%,4.3,0.8,244,13.4%,79.4%,98.1,3.9%,0.3,-,0
Jun,3425,4,5W - 3L,62.5%,4.4,1.1,253,13.3%,71.8%,139.4,6.7%,0.36,-,0
Jun,3425,60,3W - 0L,100%,7.0,1,259,13%,69.2%,222,7.8%,0.4,-,0
Jun,3425,142,2W - 1L,66.7%,4.7,1.1,263,13.8%,58%,287.4,13%,0.31,-,0
Jun,3425,75,0W - 2L,0%,1.3,1.1,246,15.7%,80.2%,507.1,22.2%,0.23,-,0
Jun,3425,51,6W - 9L,40%,4.5,0.6,239,13.6%,75.7%,162.2,7.6%,0.31,-,0
Jun,3425,55,0W - 1L,0%,2.0,0.9,244,13.7%,73.7%,265.2,9.9%,0.38,-,0
Jun,3425,38,2W - 10L,16.7%,1.7,1.5,244,14.4%,73.8%,286.5,14.4%,0.17,-,0
Jun,3425,48,5W - 11L,31.3%,2.2,1.4,234,13.7%,71.2%,110.1,6.5%,0.23,1,0
Jun,3425,126,3W - 4L,42.9%,6.2,3.5,272,15.1%,68.9%,174.2,8.9%,0.32,-,0
JunJia,2907,103,13W - 7L,65%,3.6,6.1,354,18.6%,68.2%,313.4,13.3%,0.35,1,0
JunJia,2907,55,14W - 4L,77.8%,5.6,5.5,352,18%,75.4%,436.1,16.9%,0.42,1,0
JunJia,2907,110,5W - 3L,62.5%,4.7,6.1,368,19.2%,73.9%,519.4,20.1%,0.44,-,0
JunJia,2907,64,4W - 3L,57.1%,4.4,6.6,374,19.7%,74%,385.1,16.8%,0.35,2,0
JunJia,2907,108,14W - 5L,73.7%,6.4,5.8,374,19.8%,73.1%,431.3,16.8%,0.38,8,1
JunJia,2907,154,7W - 6L,53.8%,3.9,6.4,370,20.5%,70.3%,333.3,15.3%,0.31,-,0
JunJia,2907,77,19W - 8L,70.4%,4.2,5.2,329,17.8%,71.8%,293.4,13.9%,0.33,1,0
JunJia,2907,75,1W - 0L,100%,-,8.2,539,23.5%,83.3%,958.2,33.3%,0.8,-,0
JunJia,2907,153,6W - 1L,85.7%,5.1,4.9,315,16.9%,84.9%,210.3,10.2%,0.31,-,0
JunJia,2907,69,6W - 4L,60%,4.5,4.8,314,16.8%,73.5%,290,13.4%,0.32,-,0
JunJia,2907,29,5W - 0L,100%,8.1,7.3,397,20.8%,70.2%,374.2,16.3%,0.33,-,0
JunJia,2907,106,1W - 2L,33.3%,4.6,4.8,318,17.2%,68.4%,235.1,10.7%,0.35,-,0
JunJia,2907,131,0W - 1L,0%,1.3,6.6,330,18.9%,55.6%,424.6,16.2%,0.15,-,0
JunJia,2907,34,8W - 6L,57.1%,4.1,4.7,311,17.7%,85.2%,242.3,11%,0.34,1,0
Juzu,2350,1,16W - 10L,61.5%,3.2,7.7,380,21.2%,50.2%,561.3,25.2%,0.26,11,0
Juzu,2350,72,10W - 10L,50%,2.9,8.1,382,21.5%,59.8%,427,21.6%,0.23,6,0
Juzu,2350,96,1W - 1L,50%,2.4,8,442,24%,59.8%,520.6,22.5%,0.26,-,0
Juzu,2350,119,13W - 15L,46.4%,3.3,8,386,21.8%,51.8%,461.9,24.5%,0.23,13,0
Juzu,2350,28,7W - 5L,58.3%,7.1,7.1,362,19.9%,56.1%,533.3,22.6%,0.3,1,0
Juzu,2350,162,11W - 3L,78.6%,5.0,7.3,390,20.1%,54%,472.3,18%,0.33,5,0
Juzu,2350,155,2W - 5L,28.6%,3.3,8.5,411,23.4%,67.7%,599.5,34%,0.23,1,0
Juzu,2350,35,6W - 5L,54.5%,3.0,7.7,387,21%,50.7%,498.4,21.3%,0.29,1,0
Juzu,2350,150,0W - 1L,0%,1.5,8.8,374,23.5%,75%,572.3,29.7%,0.12,-,0
Juzu,2350,106,1W - 2L,33.3%,1.3,6.7,325,19.3%,51.5%,311.8,17.1%,0.21,-,0
Juzu,2350,66,1W - 2L,33.3%,1.7,8.3,367,21.8%,46.7%,326.6,18.2%,0.12,-,0
Jwei,3645,163,4W - 5L,44.4%,6.6,1.2,253,14.3%,88%,138.7,6.2%,0.28,-,-
Jwei,3645,62,1W - 8L,11.1%,1.2,2.7,252,14.3%,64.2%,180.7,8.7%,0.18,-,0
Jwei,3645,159,4W - 2L,66.7%,3.3,1.3,262,14.1%,82.2%,226.8,9.8%,0.32,-,-
Jwei,3645,60,1W - 3L,25%,4.0,1.2,240,13.6%,84.3%,245,11.3%,0.23,-,-
Jwei,3645,136,0W - 4L,0%,1.7,1,230,13.9%,80.4%,133.1,7.1%,0.22,-,-
Jwei,3645,4,4W - 4L,50%,2.2,1.1,238,13%,68.6%,153.6,7.2%,0.32,-,0
Jwei,3645,55,0W - 2L,0%,0.8,3.7,246,16%,75%,226.1,12.1%,0.11,-,-
Jwei,3645,144,0W - 1L,0%,1.0,1.8,250,16.1%,100%,467.6,26.2%,0.07,-,-
Jwei,3645,153,2W - 5L,28.6%,1.4,1.1,217,12.7%,60.9%,142.2,8.3%,0.2,-,0
Jwei,3645,51,0W - 1L,0%,1.5,1.3,225,13.5%,75%,146.1,11.6%,0.11,-,-
Jwei,3645,126,0W - 1L,0%,2.0,1,235,13.3%,85.7%,186.6,7.1%,0.34,-,-
Jwei,3645,8,0W - 1L,0%,3.0,1.8,229,13.8%,60%,309.4,13.8%,0.17,-,-
Jwei,3645,118,0W - 1L,0%,1.8,1.1,236,13.9%,53.8%,163.6,7.2%,0.22,-,-
Jwei,3645,142,0W - 1L,0%,3.7,1.3,258,14.3%,84.6%,387,14.5%,0.26,-,-
K1ller,5437,100,0W - 3L,0%,1.2,8.9,393,22.2%,51%,563.5,25.7%,0.19,-,0
K1ller,5437,50,0W - 1L,0%,6.0,9.1,484,25.8%,75%,1303.6,42.9%,0.62,-,0
KARIMKT,2055,103,6W - 3L,66.7%,4.0,5.3,359,18.6%,67.4%,338.7,11.5%,0.45,1,0
KARIMKT,2055,153,2W - 2L,50%,3.7,4.1,321,16.9%,70.5%,280.9,9.8%,0.6,-,0
KARIMKT,2055,64,11W - 6L,64.7%,3.5,5.2,346,18.7%,63.7%,340.3,14.3%,0.39,5,0
KARIMKT,2055,55,5W - 2L,71.4%,4.1,4.7,335,17.3%,65.6%,477.3,17.4%,0.43,1,0
KARIMKT,2055,77,2W - 6L,25%,2.5,4.7,309,17.5%,65.7%,255.8,13.5%,0.27,1,0
KARIMKT,2055,69,2W - 2L,50%,4.3,4.6,332,17.6%,68%,362,14.1%,0.45,-,0
KARIMKT,2055,106,4W - 9L,30.8%,2.3,4.1,296,16.9%,64.1%,278.8,11.9%,0.32,1,0
KARIMKT,2055,47,18W - 22L,45%,2.6,4.6,329,18.6%,62.4%,305.1,14%,0.35,11,0
KARIMKT,2055,35,1W - 1L,50%,6.0,5.7,369,20.6%,69%,363.8,18.7%,0.37,-,0
KARIMKT,2055,149,10W - 2L,83.3%,3.8,5.8,359,18.5%,62.3%,453.8,18.4%,0.45,3,0
KARIMKT,2055,94,4W - 5L,44.4%,2.3,4.3,296,17%,72.5%,186,8.7%,0.26,-,0
KARIMKT,2055,154,12W - 6L,66.7%,3.8,5,338,17.9%,62.2%,284.5,12.9%,0.33,-,0
KERUSHA,5507,50,2W - 3L,40%,2.8,8,420,23.4%,65.9%,795.5,27.9%,0.31,-,0
KERUSHA,5507,100,2W - 3L,40%,3.0,7.7,412,22.7%,58.3%,714.3,27.5%,0.31,1,0
KERUSHA,5507,146,3W - 1L,75%,4.8,2.9,346,18.3%,75.1%,442.4,17.3%,0.44,-,0
KERUSHA,5507,135,2W - 0L,100%,11.0,9.1,420,22.6%,64.6%,395.9,18.8%,0.35,-,0
KERUSHA,5507,167,2W - 0L,100%,5.4,7.5,459,23.6%,65.3%,1080.9,28.1%,0.61,2,0
KERUSHA,5507,37,1W - 1L,50%,4.8,8.6,444,22.8%,72.2%,911.9,33.2%,0.38,-,0
KERUSHA,5507,140,0W - 2L,0%,1.9,8.3,373,23.5%,64.6%,726.7,26.4%,0.22,-,0
KERUSHA,5507,147,0W - 1L,0%,2.7,8.7,392,23.4%,88.9%,685.1,30.3%,0.25,-,0
KERUSHA,5507,8,1W - 0L,100%,10.0,8.1,407,20.7%,83.3%,615.5,25.6%,0.31,-,0
KERUSHA,5507,158,1W - 0L,100%,19.0,9.8,521,26%,67.9%,774.6,24.9%,0.57,-,0
KURBAX,5574,120,0W - 2L,0%,1.3,8.8,371,23.5%,50%,491.7,24%,0.07,-,0
KURBAX,5574,3,0W - 1L,0%,1.0,7.1,359,23.2%,50%,360.5,18.1%,0.15,-,0
KURBAX,5574,150,0W - 1L,0%,2.4,7.3,382,22.5%,85.7%,613.5,28%,0.42,-,0
KURBAX,5574,47,0W - 1L,0%,2.7,6,347,21.3%,57.1%,654.3,24.4%,0.27,-,0
KaSing,125,136,30W - 23L,56.6%,4.8,1,247,13.5%,72.5%,153.8,7.1%,0.37,1,0
KaSing,125,163,3W - 1L,75%,10.7,1,264,13.4%,86.9%,122.3,4.9%,0.52,-,0
KaSing,125,60,5W - 7L,41.7%,3.8,0.5,243,14.1%,70.3%,177.9,8.4%,0.28,-,0
KaSing,125,118,30W - 37L,44.8%,3.2,1.5,238,13.7%,69.5%,124.3,6.9%,0.24,2,0
KaSing,125,55,3W - 0L,100%,7.3,2.3,275,13.9%,55.9%,207.4,9%,0.3,-,0
KaSing,125,153,5W - 5L,50%,2.8,1.1,240,13%,63.4%,137,6.1%,0.39,-,0
KaSing,125,62,6W - 12L,33.3%,2.1,1.2,230,13.2%,61.7%,151.1,8%,0.25,-,0
KaSing,125,9,1W - 1L,50%,3.4,1.4,268,13.5%,80.5%,200.9,8.6%,0.49,-,0
KaSing,125,48,10W - 8L,55.6%,2.9,1.2,240,13%,60.9%,130.3,5.9%,0.31,1,0
KaSing,125,8,3W - 0L,100%,6.5,0.9,301,14.4%,70.9%,366.4,13%,0.6,-,0
KaSing,125,126,14W - 11L,56%,3.0,2,258,14.3%,63.1%,120.4,6.1%,0.21,-,0
KaSing,125,4,12W - 8L,60%,4.0,1.1,252,13.7%,60.8%,96.4,5.3%,0.29,-,0
KaSing,125,159,8W - 3L,72.7%,7.0,0.7,243,12.7%,72.6%,162.1,6.4%,0.41,-,0
Kaabs,5613,100,2W - 2L,50%,2.1,9.1,425,23.6%,57.8%,615.8,28.9%,0.19,-,0
Kaabs,5613,138,1W - 0L,100%,7.5,6.9,356,17.1%,44.1%,696.3,21.5%,0.36,1,0
Kaabs,5613,21,0W - 1L,0%,0.6,7,309,20.1%,80%,514.6,26.7%,0.17,-,0
Kaabs,5613,135,0W - 1L,0%,0.5,8.8,346,23.4%,40%,407.6,25.6%,0.08,-,0
Kaba47,3464,93,8W - 9L,47.1%,2.5,9.2,456,25%,57.4%,552.3,26.2%,0.33,6,0
Kaba47,3464,50,1W - 2L,33.3%,1.9,8.4,425,25.8%,85.6%,608.3,29.1%,0.32,-,0
Kaba47,3464,140,2W - 3L,40%,3.4,8.6,463,25.8%,74.8%,619,26.1%,0.41,3,0
Kaba47,3464,147,9W - 3L,75%,5.5,9,483,25.2%,62.9%,712,28.3%,0.46,5,0
Kaba47,3464,146,0W - 1L,0%,1.3,7.1,344,21.7%,100%,397.8,22.1%,0.23,-,0
Kaba47,3464,100,0W - 1L,0%,2.0,9.3,385,23.6%,100%,454.4,28.7%,0.14,-,0
Kabbie,1908,136,12W - 8L,60%,5.3,1.1,247,13.1%,71.3%,178.1,7.7%,0.36,-,0
Kabbie,1908,62,27W - 25L,51.9%,2.3,1.2,234,12.7%,63.3%,143.2,6.9%,0.27,1,0
Kabbie,1908,8,5W - 3L,62.5%,3.8,1.1,273,14.4%,72.9%,375.7,15.5%,0.38,1,0
Kabbie,1908,153,8W - 8L,50%,3.4,1.1,249,13.2%,75%,170.2,7.6%,0.44,-,0
Kabbie,1908,159,7W - 1L,87.5%,4.5,0.8,265,13.7%,79.9%,153.9,6.9%,0.39,-,0
Kabbie,1908,166,0W - 1L,0%,-,3.8,280,16.3%,83.3%,549.4,25.8%,0.2,-,0
Kabbie,1908,55,1W - 2L,33.3%,1.5,1.1,221,12.9%,50%,447,22.1%,0.14,-,0
Kabbie,1908,75,1W - 1L,50%,3.0,1.2,238,13.7%,52.4%,236.1,12.8%,0.14,-,0
Kabbie,1908,118,3W - 5L,37.5%,3.2,1,213,12.5%,77.2%,121.8,7%,0.23,-,0
Kabbie,1908,163,2W - 1L,66.7%,6.0,0.8,249,13.2%,84.7%,78.8,3.3%,0.42,-,0
Kackos,1819,75,3W - 5L,37.5%,2.4,7.5,388,21.5%,69.9%,824.5,33%,0.29,4,0
Kackos,1819,1,5W - 8L,38.5%,2.0,8,357,21%,55%,334.1,18.5%,0.18,2,0
Kackos,1819,35,6W - 5L,54.5%,2.9,8.2,410,22.1%,44.7%,407,19.4%,0.21,4,0
Kackos,1819,138,9W - 10L,47.4%,2.8,6.3,319,18.4%,59.4%,342.4,16.8%,0.24,2,0
Kackos,1819,119,19W - 10L,65.5%,3.7,7.7,381,21.3%,61.4%,432.9,21%,0.27,3,0
Kackos,1819,162,2W - 1L,66.7%,3.3,7.8,360,19.9%,43.3%,303.2,14.9%,0.21,-,0
Kackos,1819,66,1W - 0L,100%,3.5,8.1,353,19.1%,77.8%,461.8,19.8%,0.26,-,0
Kackos,1819,53,4W - 1L,80%,8.3,8.1,411,21.3%,54.2%,575.9,22.4%,0.39,1,0
Kackos,1819,98,0W - 1L,0%,0.5,8,332,21%,22.2%,554.9,24.4%,0.07,-,0
Kael,3323,163,5W - 5L,50%,6.7,1.1,243,13.3%,86.4%,111.2,4.6%,0.34,-,0
Kael,3323,159,14W - 9L,60.9%,5.7,1.1,252,13.8%,83.2%,162.6,8%,0.36,-,0
Kael,3323,126,22W - 14L,61.1%,3.8,1.9,250,13.7%,66.2%,152.3,7.4%,0.28,-,0
Kael,3323,62,12W - 21L,36.4%,1.8,1.4,231,13.2%,65.7%,139.9,7.1%,0.23,-,0
Kael,3323,136,7W - 5L,58.3%,5.2,1.2,246,13.2%,88.2%,147.1,6.9%,0.4,-,0
Kael,3323,51,2W - 18L,10%,2.4,0.7,212,13.3%,80.9%,108.4,6.6%,0.16,-,0
Kael,3323,60,9W - 5L,64.3%,6.3,0.6,250,13.7%,88.1%,169.9,8%,0.34,-,0
Kael,3323,55,3W - 2L,60%,2.8,1.2,249,13.5%,70.6%,307.6,17.2%,0.26,-,0
Kael,3323,153,8W - 11L,42.1%,3.0,1.1,232,12.9%,70.9%,129.2,6.6%,0.32,-,0
Kael,3323,146,0W - 1L,0%,3.0,1.8,267,15.4%,90%,367.5,18.1%,0.28,-,-
Kael,3323,142,0W - 1L,0%,11.0,0.9,248,14.6%,100%,369.3,14.8%,0.33,-,-
Kaii1,5426,158,1W - 2L,33.3%,1.0,9.3,395,23%,15.6%,390.1,24.1%,0.08,-,0
Kaii1,5426,100,0W - 2L,0%,2.0,8.7,390,23.7%,72.2%,610.5,31.8%,0.2,2,0
Kaii1,5426,147,0W - 2L,0%,1.3,8.7,382,23.1%,62.3%,626.6,34%,0.17,-,0
Kaii1,5426,146,2W - 0L,100%,9.5,6.8,411,20.8%,84.5%,769.3,28%,0.52,-,0
Kaii1,5426,50,0W - 1L,0%,2.8,8,436,24.8%,68.8%,688.3,36.5%,0.25,-,0
Kaii1,5426,135,1W - 0L,100%,4.0,6.8,400,20.4%,60%,421.4,20.1%,0.33,-,0
Kaii1,5426,21,0W - 1L,0%,4.0,8.6,372,23.3%,50%,744.9,33.9%,0.12,-,0
Kaii1,5426,167,1W - 0L,100%,20.0,8.6,505,26%,74.1%,898.2,30%,0.55,-,0
Kairi,3552,62,6W - 2L,75%,3.0,1.8,260,13.9%,61.6%,174.6,7.1%,0.33,1,0
Kairi,3552,136,2W - 7L,22.2%,3.1,1.3,246,13.9%,72.2%,147.3,6.7%,0.3,1,0
Kairi,3552,153,2W - 0L,100%,9.3,1.2,288,13.8%,77%,163.6,5.5%,0.63,-,0
Kairi,3552,60,1W - 3L,25%,5.0,0.7,233,12.9%,75.9%,148,7.2%,0.29,-,0
Kairi,3552,8,2W - 0L,100%,10.0,1.3,274,14.3%,83.3%,333.7,13.8%,0.33,-,0
Kairi,3552,118,0W - 2L,0%,1.7,1.1,245,14.3%,65.6%,168.2,8.1%,0.26,-,0
Kairi,3552,159,0W - 1L,0%,0.0,1.3,214,13.9%,0%,77.7,4.9%,0,-,0
Kairi,3552,124,0W - 1L,0%,6.5,0.9,230,13.1%,76.5%,130.2,5.1%,0.28,-,0
Kairi,3552,141,0W - 1L,0%,3.0,1.3,228,13.7%,66.7%,128.6,5.5%,0.19,-,0
Kairi,3552,55,1W - 0L,100%,3.0,0.9,254,12%,52.9%,289.7,10.9%,0.31,-,0
Kairi,3552,4,3W - 4L,42.9%,3.2,1,235,13.2%,70.6%,145.8,7.2%,0.37,-,0
Kaiser,2704,124,4W - 3L,57.1%,5.0,1.3,251,13.7%,75.2%,239.2,10.6%,0.34,-,0
Kaiser,2704,62,17W - 29L,37%,2.3,1.1,229,12.8%,65.6%,148.6,7.7%,0.27,1,0
Kaiser,2704,118,11W - 6L,64.7%,3.9,1.1,242,13.1%,79.8%,154.2,7.3%,0.38,-,0
Kaiser,2704,163,1W - 2L,33.3%,7.7,1,231,13.4%,91.9%,89.9,4.1%,0.24,-,0
Kaiser,2704,60,4W - 6L,40%,5.3,0.6,240,13.5%,68.2%,177.3,8.7%,0.3,-,0
Kaiser,2704,146,1W - 0L,100%,-,3,361,17.7%,94.1%,470.8,20.5%,0.51,-,0
Kaiser,2704,166,0W - 1L,0%,4.8,1.1,271,14.5%,76%,812.4,26.5%,0.38,-,0
Kaiser,2704,9,0W - 2L,0%,2.3,1,213,13%,76.4%,126.3,8.7%,0.26,-,0
Kaiwing,1006,153,18W - 14L,56.3%,4.0,1.2,250,13.4%,72.2%,145.7,7.1%,0.35,-,0
Kaiwing,1006,126,33W - 20L,62.3%,3.9,3,273,15.1%,61.5%,154.9,7.8%,0.22,2,0
Kaiwing,1006,48,53W - 26L,67.1%,4.7,1.4,248,13.3%,66.4%,120.9,6.1%,0.32,1,0
Kaiwing,1006,62,35W - 18L,66%,4.8,1.4,247,13.4%,72.6%,147,7.7%,0.32,1,0
Kaiwing,1006,28,4W - 5L,44.4%,2.8,3.3,277,15.7%,61.1%,183.4,9%,0.23,-,0
Kaiwing,1006,136,36W - 18L,66.7%,6.4,1,255,13.9%,78.9%,139.6,7%,0.33,-,0
Kaiwing,1006,4,11W - 11L,50%,3.6,1.2,246,13.3%,70.3%,126.3,6.1%,0.31,-,0
Kaiwing,1006,163,0W - 1L,0%,2.3,0.9,232,14.6%,77.8%,131.3,4.3%,0.17,-,0
Kaiwing,1006,118,42W - 28L,60%,5.2,1.7,259,14.2%,72.8%,132.5,6.8%,0.28,-,0
Kakkun,4855,67,1W - 5L,16.7%,2.8,7.7,368,21.6%,67.9%,516.3,27.2%,0.3,-,0
Kakkun,4855,166,1W - 4L,20%,2.4,7.7,354,21.1%,72.5%,872.9,40.8%,0.22,1,0
Kakkun,4855,120,4W - 3L,57.1%,2.0,8.3,389,21.5%,59%,611,27.7%,0.21,-,0
Kakkun,4855,131,3W - 5L,37.5%,3.5,8.4,388,21.5%,58.8%,588.9,26.6%,0.28,2,0
Kakkun,4855,142,1W - 1L,50%,4.0,8.4,383,21.3%,64.2%,518,24.6%,0.26,-,0
Kakkun,4855,96,0W - 2L,0%,1.2,8.6,454,25.4%,50%,521.1,32.2%,0.17,-,0
Kakkun,4855,143,1W - 0L,100%,-,8.4,463,22.6%,35%,563.1,23.4%,0.23,1,0
Kakkun,4855,14,0W - 1L,0%,5.0,8.9,428,23.8%,76.9%,586.9,28.4%,0.32,-,0
